39.983.726,116.299.566
39.983.692,116.299.496
39.983.685,116.299.476
39.983.639,116.299.425
39.983.629,116.299.353
39.983.641,116.299.279
39.983.557,116.299.235
39.983.509,116.299.238
39.983.413,116.299.267
39.983.353,116.299.305
39.983.337,116.299.321
399.833,116.299.314
399.833,116.299.314
39.983.304,116.299.307
39.983.279,116.299.311
39.983.302,116.299.302
39.983.276,116.299.265
39.983.322,116.299.191
39.983.403,116.299.147
39.983.548,116.299.083
39.983.675,116.299.031
39.983.663,116.298.932
39.983.533,116.298.903
3.998.359,116.298.869
39.983.723,116.298.825
39.983.902,116.298.773
39.984.045,116.298.725
39.984.019,116.298.663
39.995.777,116.286.798
39.996.832,116.285.446
39.984.397,116.299.292
39.984.426,116.299.329
39.984.499,116.299.413
39.984.424,116.299.467
3.998.441,116.299.477
39.984.421,116.299.569
39.984.518,11.629.953
39.984.488,116.299.645
3.998.454,116.299.523
3.998.446,116.299.528
39.984.463,116.299.508
39.984.501,116.299.473
39.984.532,116.299.451
39.984.532,116.299.451
39.984.527,116.299.451
39.984.517,116.299.447
39.984.509,116.299.438
39.984.497,116.299.411
39.984.499,116.299.405
39.984.498,116.299.407
39.984.498,116.299.407
39.984.493,116.299.412
39.984.498,116.299.466
39.984.546,11.629.941
39.984.638,116.299.318
3.998.473,116.299.315
39.984.753,116.299.305
39.984.789,116.299.297
39.984.795,116.299.391
39.984.778,116.299.504
39.984.743,116.299.617
39.984.671,116.299.625
39.984.694,116.299.536
39.984.733,11.629.952
39.983.841,116.299.902
39.983.861,116.300.177
39.983.842,116.300.329
39.983.984,116.300.308
39.984.126,116.300.188
39.984.246,116.300.058
39.984.373,116.300.019
39.984.533,116.300.043
39.984.723,116.300.058
39.984.789,116.300.151
39.984.837,116.300.216
39.984.859,116.300.332
39.984.888,116.300.514
39.984.896,116.300.689
39.984.905,116.300.885
39.984.911,116.301.049
39.984.925,116.301.221
3.998.493,116.301.391
39.984.938,116.301.568
39.984.948,116.301.741
39.984.945,116.301.915
39.984.953,116.302.055
39.984.953,116.302.264
3.998.496,116.302.488
39.984.973,116.302.679
39.984.983,11.630.286
39.985.009,116.303.037
39.985.043,116.303.258
3.998.503,116.303.496
39.985.039,116.303.685
39.985.028,116.303.884
39.984.993,116.304.067
39.985.027,116.304.163
39.985.038,11.630.426
39.985.042,116.304.459
39.985.029,116.304.647
39.985.023,116.304.811
39.985.031,116.304.927
39.985.082,116.305.192
39.985.105,116.305.348
39.985.132,116.305.499
39.985.169,116.305.649
39.985.135,116.305.834
39.985.146,116.305.984
39.985.131,116.306.178
39.985.127,116.306.363
39.985.135,116.306.531
39.985.157,116.306.711
3.998.517,116.306.893
39.985.154,116.307.092
39.985.184,116.307.341
3.998.521,11.630.751
39.985.231,116.307.633
3.998.526,116.307.735
3.998.524,116.307.933
39.985.225,116.308.133
39.985.256,116.308.313
39.985.218,116.308.579
39.985.201,116.308.774
39.985.203,11.630.898
39.985.221,116.309.152
39.985.194,11.630.931
39.985.161,116.309.494
3.998.519,116.309.701
39.985.202,116.309.888
39.985.282,11.630.998
39.985.443,11.630.998
39.985.579,116.309.969
39.985.721,116.309.961
3.998.584,116.309.941
3.998.595,116.309.978
39.986.051,116.310.034
39.986.174,116.310.025
39.986.305,116.309.956
39.986.461,116.309.885
39.986.611,116.309.862
39.986.697,116.309.893
39.986.793,116.309.956
39.986.929,116.309.974
39.987.073,116.309.987
39.987.211,116.310.004
39.987.325,11.631.007
39.987.458,116.310.084
39.987.591,116.310.088
39.987.747,116.310.049
39.987.884,116.310.027
39.988.008,116.310.059
39.988.111,116.310.052
39.988.293,116.309.902
39.988.397,116.309.931
39.988.553,116.309.866
39.988.679,116.309.824
39.988.772,116.309.784
39.988.901,116.309.793
39.989.029,116.309.833
39.989.173,116.309.866
39.989.287,116.309.905
39.989.392,116.309.949
39.989.519,116.310.031
39.989.628,116.310.049
39.989.762,116.310.024
39.989.838,116.310.098
39.989.981,116.310.115
39.990.089,116.310.169
39.990.219,116.310.215
39.990.325,116.310.258
39.990.406,116.310.277
3.999.056,11.631.019
3.999.065,116.310.134
39.990.693,116.310.114
39.990.696,116.310.111
39.990.698,116.310.105
39.990.698,116.310.103
39.990.696,116.310.101
39.990.695,116.310.095
39.990.692,116.310.092
3.999.069,11.631.009
39.990.689,116.310.088
39.990.689,116.310.087
39.990.689,116.310.087
39.990.696,11.631.009
39.990.743,116.310.066
39.990.793,116.310.109
39.990.837,116.310.205
39.990.873,116.310.318
39.990.887,116.310.479
39.990.874,116.310.657
39.990.906,116.310.827
39.990.921,116.310.971
39.990.933,116.311.149
39.990.969,116.311.312
39.990.994,116.311.507
39.991.014,116.311.693
3.999.101,116.311.915
39.991.033,116.312.107
39.991.055,116.312.282
39.991.058,116.312.473
39.991.032,116.312.666
39.991.024,116.312.853
39.991.022,116.313.047
39.991.018,116.313.244
39.991.016,116.313.469
39.991.035,116.313.681
39.991.063,11.631.384
39.991.072,11.631.403
39.991.068,116.314.209
39.991.095,116.314.385
39.991.113,116.314.596
39.991.128,116.314.797
39.991.127,116.315.003
39.991.148,116.315.193
39.991.176,116.315.342
39.991.215,116.315.529
39.991.209,116.315.643
39.991.191,11.631.579
39.991.188,116.315.958
39.991.189,116.316.172
39.991.186,116.316.381
39.991.194,116.316.575
39.991.208,116.316.756
3.999.122,116.316.999
39.991.197,116.317.235
39.991.183,116.317.452
39.991.164,116.317.661
39.991.187,116.317.874
39.991.179,116.318.083
39.991.132,116.318.231
39.991.169,11.631.848
39.991.183,116.318.691
39.991.204,116.318.904
39.991.201,116.319.098
39.991.194,116.319.315
39.991.187,11.631.949
39.991.206,116.319.683
39.991.239,116.319.866
39.991.258,116.320.062
39.991.282,116.320.255
39.991.288,116.320.445
39.991.308,116.320.622
39.991.325,116.320.803
39.991.352,116.321.002
39.991.382,116.321.179
39.991.388,116.321.384
39.991.389,116.321.583
39.991.368,116.321.736
3.999.141,116.321.874
39.991.412,116.322.004
39.991.406,116.322.176
39.991.403,116.322.296
39.991.401,116.322.436
39.991.477,116.322.668
39.991.591,116.322.784
39.991.716,116.322.778
39.991.863,116.322.774
39.992.007,116.322.784
39.992.201,116.322.812
39.992.365,1.163.228
39.992.456,116.322.797
399.926,11.632.281
39.992.777,116.322.891
39.992.883,116.322.891
39.993.001,116.322.713
39.993.077,116.322.617
39.993.222,116.322.651
39.993.429,11.632.276
39.993.535,116.322.744
3.999.364,116.322.658
39.993.796,116.322.579
39.994.055,116.322.804
39.994.175,116.322.829
39.994.276,116.322.786
39.994.471,116.322.763
39.994.648,116.322.723
3.999.481,116.322.641
39.994.946,116.322.625
39.995.093,11.632.262
39.995.235,116.322.606
39.995.392,116.322.607
39.995.567,116.322.533
39.995.718,11.632.252
39.995.852,116.322.517
39.995.993,116.322.556
3.999.611,116.322.544
39.996.234,116.322.552
39.996.392,116.322.481
39.996.534,116.322.464
39.996.632,116.322.425
39.996.645,116.322.412
39.996.725,116.322.348
39.996.881,116.322.337
39.997.081,116.322.428
39.997.277,116.322.428
39.997.592,116.322.314
3.999.775,116.322.301
39.997.865,116.322.317
39.997.988,11.632.231
39.998.151,116.322.261
39.998.307,116.322.268
39.998.452,116.322.236
39.998.603,116.322.225
39.998.753,116.322.225
39.998.895,116.322.254
39.999.078,116.322.196
39.999.218,116.322.176
39.999.364,116.322.161
39.999.484,116.322.148
39.999.607,116.322.178
39.999.602,116.322.324
39.999.603,116.322.434
39.999.586,116.322.587
39.999.573,11.632.276
39.999.572,116.322.932
39.999.565,116.323.134
39.999.569,11.632.328
39.999.575,116.323.448
39.999.568,116.323.605
39.999.558,116.323.605
39.999.581,116.323.732
39.999.653,116.324.069
39.999.678,116.324.258
39.999.646,116.324.405
39.999.676,116.324.452
39.999.678,116.324.453
39.999.682,116.324.455
39.999.682,116.324.455
39.999.676,116.324.456
39.999.641,11.632.451
39.999.662,116.324.481
39.999.651,116.324.477
39.999.664,116.324.493
39.999.684,116.324.511
39.999.684,116.324.511
39.999.678,116.324.511
39.999.667,116.324.512
39.999.655,116.324.513
39.999.703,116.324.496
3.999.956,116.324.498
39.999.506,116.324.545
39.999.516,116.324.531
39.999.567,116.324.478
39.999.573,1.163.246
39.999.538,116.324.639
39.999.598,116.324.684
39.999.666,116.324.722
39.999.729,116.324.801
39.999.769,116.324.886
40.004.775,116.320.158
40.004.783,116.320.388
40.004.799,116.320.545
40.004.835,116.320.683
40.004.851,116.320.835
40.004.868,11.632.101
40.004.849,116.321.153
40.004.879,116.321.277
40.004.962,116.321.318
40.005.088,11.632.128
4.000.525,11.632.126
40.005.455,116.321.389
40.005.621,116.321.455
40.005.738,116.321.491
40.005.883,116.321.518
40.006.051,116.321.521
40.006.178,116.321.463
4.000.633,116.321.461
40.006.482,116.321.474
40.006.631,116.321.459
40.006.813,116.321.447
40.006.974,116.321.454
40.007.122,116.321.396
40.007.235,116.321.356
4.000.741,116.321.395
40.007.571,116.321.412
40.007.715,116.321.414
40.007.862,116.321.426
40.008.034,116.321.437
4.000.817,116.321.441
40.008.337,116.321.425
40.008.515,116.321.421
40.008.668,116.321.446
40.008.782,116.321.443
40.008.843,116.321.385
40.008.884,116.321.402
4.000.895,116.321.449
40.009.006,116.321.502
40.009.026,116.321.564
40.009.011,116.321.623
40.009.021,116.321.625
40.009.021,116.321.625
4.000.902,116.321.631
40.009.013,116.321.659
40.008.921,116.321.484
40.008.582,116.322.217
40.008.481,11.632.244
40.008.496,116.322.406
4.000.888,116.321.628
4.000.898,116.321.587
4.000.898,116.321.544
40.008.984,116.321.525
40.008.984,116.321.525
40.008.982,116.321.517
40.008.958,116.321.457
40.008.971,116.321.436
40.009.022,116.321.434
40.009.025,116.321.374
4.000.903,116.321.397
40.009.062,116.321.462
40.009.081,116.321.486
4.000.908,116.321.479
4.000.908,116.321.479
40.009.081,116.321.481
40.009.083,116.321.491
40.009.094,11.632.152
40.009.072,116.321.585
40.009.083,116.321.467
4.000.908,116.321.442
40.009.087,116.321.453
40.009.065,116.321.479
40.009.071,116.321.517
40.009.075,11.632.156
40.009.105,116.321.616
4.000.908,11.632.156
40.009.031,116.321.491
40.008.995,116.321.407
40.008.995,116.321.407
40.008.999,116.321.412
40.008.997,116.321.399
40.008.994,116.321.389
40.008.994,116.321.389
40.008.995,116.321.392
40.009.235,116.321.472
40.009.268,116.321.446
4.000.927,116.321.447
4.000.927,116.321.447
40.009.272,116.321.451
4.000.928,116.321.473
40.009.278,11.632.147
40.009.242,116.321.445
40.009.187,11.632.143
40.009.098,116.321.437
40.009.045,116.321.485
40.009.008,116.321.449
40.008.993,116.321.501
40.009.017,116.321.558
40.008.999,116.321.511
40.008.999,116.321.511
40.008.997,116.321.518
40.008.999,116.321.537
40.009.026,116.321.518
40.009.009,116.321.499
40.009.009,116.321.499
40.009.011,116.321.506
40.009.013,116.321.522
40.009.012,116.321.576
40.009.034,116.321.569
40.009.034,116.321.569
40.009.038,116.321.575
40.009.024,116.321.614
40.009.015,116.321.526
40.008.997,116.321.432
40.008.995,116.321.455
40.008.997,116.321.485
40.009.032,11.632.151
40.009.074,11.632.148
40.009.101,11.632.153
40.009.157,116.321.596
40.009.219,116.321.657
40.009.247,116.321.721
40.009.273,116.321.781
40.009.313,116.321.871
40.009.344,116.321.952
40.009.356,116.322.007
40.009.386,116.322.103
40.009.356,116.322.121
40.009.353,116.322.135
40.009.319,116.322.152
40.009.394,116.322.162
40.009.399,116.322.179
40.009.344,11.632.219
40.009.342,116.322.177
40.009.318,11.632.219
40.009.287,116.322.206
4.000.927,11.632.222
40.009.351,116.321.916
40.009.336,116.321.838
40.009.331,116.321.811
40.009.314,116.321.823
40.009.314,116.321.833
40.009.316,11.632.185
40.009.428,116.320.888
40.008.854,116.321.493
40.008.848,116.321.349
40.008.874,11.632.116
40.008.852,116.321.109
40.008.786,116.321.037
40.008.767,116.321.012
40.008.735,116.320.977
40.008.694,116.320.964
40.008.665,116.320.937
40.008.635,116.320.886
40.008.612,11.632.083
40.008.591,1.163.208
40.008.574,116.320.772
40.008.521,116.320.688
40.008.471,116.320.669
40.008.419,116.320.654
40.008.362,116.320.619
40.008.348,116.320.573
40.008.309,116.320.547
40.008.281,116.320.543
40.008.234,116.320.499
40.008.163,116.320.473
40.008.129,116.320.418
40.008.121,116.320.359
40.008.069,116.320.335
40.008.027,116.320.309
4.000.801,116.320.287
40.007.959,116.320.241
40.007.947,116.320.238
40.007.879,116.320.237
40.007.826,116.320.239
40.007.818,116.320.239
40.007.818,116.320.239
40.007.819,11.632.024
40.007.817,11.632.023
40.007.834,116.320.181
40.007.761,116.320.093
40.007.661,116.319.986
40.007.623,116.319.953
40.007.623,116.319.953
40.007.621,11.631.995
40.007.575,11.631.987
40.007.551,116.319.732
40.007.526,11.631.965
40.007.468,116.319.517
40.007.465,116.319.506
40.007.462,116.319.493
40.007.459,116.319.436
40.007.453,116.319.403
40.007.454,116.319.391
40.007.474,116.319.376
400.075,116.319.364
40.007.524,116.319.357
40.007.524,116.319.321
40.007.517,116.319.312
40.007.551,116.319.307
40.007.551,116.319.307
40.007.555,116.319.313
4.000.759,11.631.934
4.000.761,116.319.355
40.007.615,116.319.369
40.007.621,116.319.385
40.007.644,116.319.403
40.007.663,116.319.417
40.007.663,116.319.417
40.007.669,116.319.414
40.007.661,116.319.384
40.007.654,116.319.321
40.007.654,116.319.266
4.000.767,116.319.215
40.007.694,116.319.181
40.007.699,116.319.151
40.007.272,116.319.756
40.007.331,116.319.657
40.007.428,116.319.432
40.007.395,116.319.354
40.007.447,116.319.379
40.007.479,116.319.371
40.007.516,116.319.316
40.007.575,116.319.238
40.007.288,116.319.088
40.007.288,116.319.088
40.007.284,116.319.084
40.007.298,116.319.036
40.007.365,11.631.903
40.007.416,116.319.007
40.007.482,116.318.957
40.007.548,116.318.852
40.007.627,116.318.775
40.007.718,116.318.705
40.007.808,116.318.623
40.007.877,116.318.546
40.007.945,116.318.487
4.000.803,116.318.444
40.008.125,116.318.365
40.008.215,116.318.248
40.008.168,116.318.293
40.008.015,116.318.471
40.008.049,116.318.444
40.008.064,11.631.838
40.008.118,116.318.326
40.008.197,116.318.275
40.008.289,116.318.251
40.008.305,116.318.267
40.008.276,116.318.339
40.008.184,116.318.474
40.008.071,116.318.568
40.007.954,116.318.639
40.007.884,116.318.684
40.007.867,116.318.699
40.007.835,116.318.706
40.007.717,116.318.842
40.007.726,116.318.826
40.007.721,116.318.792
40.007.753,116.318.741
40.007.803,116.318.672
40.007.852,116.318.565
40.007.925,116.318.494
40.008.019,116.318.455
40.006.977,116.319.607
40.007.203,116.319.334
4.000.735,116.319.131
40.007.504,116.318.956
40.007.611,116.318.793
40.007.773,11.631.865
40.007.966,11.631.854
40.007.399,11.631.912
40.007.411,116.319.124
4.000.744,11.631.909
40.007.496,116.319.085
4.000.754,11.631.909
40.007.619,116.319.094
40.007.648,116.319.041
40.007.681,116.318.962
40.007.724,116.318.892
40.007.766,116.318.825
40.007.809,116.318.799
40.007.849,116.318.754
40.007.905,11.631.869
40.007.878,116.318.784
40.007.616,116.318.863
40.007.692,116.318.817
40.007.794,116.318.827
40.007.898,116.318.829
40.007.981,116.318.788
40.008.009,116.318.763
40.008.031,116.318.756
40.008.055,116.318.753
40.008.237,116.318.816
40.008.306,116.318.941
40.008.283,116.318.897
400.083,116.318.936
40.007.645,116.319.454
40.007.582,116.319.409
40.007.581,116.319.385
40.007.612,116.319.403
40.007.694,116.319.429
40.007.778,116.319.475
40.007.876,116.319.505
40.007.974,116.319.529
40.008.096,116.319.537
40.008.196,116.319.549
40.008.292,116.319.591
40.008.369,116.319.618
40.008.421,116.319.597
40.008.452,116.319.548
40.008.503,116.319.525
40.008.544,11.631.949
40.008.601,116.319.482
40.008.617,116.319.483
40.008.617,116.319.483
40.008.625,116.319.489
4.000.864,116.319.488
40.008.645,116.319.484
40.008.645,116.319.484
40.008.649,116.319.481
40.008.669,116.319.455
40.006.747,116.318.549
40.006.747,116.318.549
40.006.755,116.318.544
40.006.742,116.318.571
40.006.744,11.631.856
40.006.745,116.318.572
40.006.745,116.318.581
40.006.739,116.318.568
40.006.722,116.318.548
40.006.719,116.318.565
40.006.724,116.318.625
40.006.745,116.318.817
40.006.715,116.318.884
40.006.721,116.318.965
40.006.753,116.319.072
40.006.785,116.319.175
4.000.681,116.319.239
40.006.849,116.319.286
40.006.811,116.319.309
40.006.789,116.319.351
40.006.791,116.319.398
40.006.828,116.319.424
40.006.872,116.319.419
40.006.893,116.319.381
40.006.975,116.319.294
40.007.457,116.319.674
40.007.457,116.319.674
40.007.458,116.319.676
40.007.479,116.319.695
40.007.572,116.319.786
40.007.582,116.319.816
40.007.621,116.319.834
40.007.629,11.631.989
40.007.634,116.319.966
40.007.646,11.632.005
4.000.766,116.320.119
40.007.686,116.320.243
40.007.748,116.320.301
40.007.802,116.320.389
40.007.819,116.320.364
40.007.853,116.320.343
40.007.912,116.320.328
40.007.978,116.320.325
40.007.999,116.320.339
40.008.036,116.320.394
40.008.125,116.320.486
40.008.172,116.320.571
40.008.182,116.320.646
40.008.226,116.320.738
40.008.236,11.632.081
40.008.306,116.320.851
40.008.373,116.320.857
40.008.418,116.320.872
4.000.846,116.320.864
40.008.507,116.320.918
40.008.535,116.320.997
40.008.565,116.321.079
40.008.619,116.321.168
40.008.663,116.321.249
40.008.684,116.321.297
40.008.724,116.321.395
40.008.776,116.321.462
40.008.804,116.321.504
40.008.839,116.321.516
40.008.879,116.321.555
40.008.891,116.321.571
40.008.873,116.321.615
40.008.858,116.321.677
40.008.864,116.321.766
4.000.887,116.321.858
40.008.864,116.321.933
40.008.862,116.322.009
40.008.855,116.322.087
40.008.873,116.322.144
40.008.874,116.322.234
40.008.869,116.322.306
40.008.835,116.322.331
40.008.814,116.322.311
40.008.813,1.163.223
40.008.813,1.163.223
40.008.821,116.322.297
40.008.833,116.322.297
40.008.842,116.322.298
40.008.761,116.323.722
40.008.765,11.632.369
4.000.865,116.323.112
40.008.786,116.322.741
40.008.889,116.322.551
40.008.962,116.322.462
40.008.988,116.322.356
40.009.068,116.322.259
40.009.107,116.322.177
40.009.086,116.322.088
40.008.929,116.321.992
40.008.849,11.632.191
40.008.799,11.632.185
40.008.827,116.321.784
40.008.862,116.321.736
40.008.898,116.321.695
40.008.901,116.321.684
40.008.905,116.321.683
40.008.905,116.321.683
40.008.905,116.321.682
40.008.934,116.321.623
40.008.945,116.321.551
40.008.851,116.321.485
40.008.607,116.321.862
40.008.652,116.322.251
40.008.897,116.321.603
40.008.928,11.632.161
40.009.013,116.321.431
40.009.027,116.321.399
40.009.064,116.321.326
40.009.172,116.321.211
40.009.204,11.632.113
40.009.243,11.632.105
40.009.269,116.320.978
40.009.328,116.320.887
